imdb.id,languages,genres,rating,n.ratings,budget,openingUSA,grossUSA,grossWorld
tt2746200,Portuguese,Drama | Mystery,6.4,260,NA,NA,NA,NA
tt2750090,Norwegian,Documentary | Drama,6.8,121,NA,NA,NA,"$119,613"
tt2751390,French,Comedy | Drama | Romance,6,1191,NA,NA,"$11,616","$2,423,379"
tt2752200,French | German,Drama | Romance,6.7,32442,"EUR4,645,437 (estimated)","$4,607, 27 April 2014","$61,067","$9,757,417"
tt2752262,Norwegian,Documentary | Short | Family,6,5,NA,NA,NA,NA
tt2752384,Russian | Ukrainian,Short | Adventure | Drama | Family,7.2,38,NA,NA,NA,NA
tt2752534,Dutch,Documentary | Short | Drama,NA,NA,NA,NA,NA,NA
tt2752688,English,Biography | Drama,6.6,10283,"$5,000,000 (estimated)","$1,154,303, 16 November 2014","$3,128,941","$3,171,593"
tt2757968,Hindi,Documentary | Drama | Romance,NA,NA,NA,NA,NA,NA
tt2758880,Turkish | English,Drama,8.1,46497,NA,NA,NA,"$4,018,705"
tt2762122,Italian | French | English,Drama | Romance,6.3,885,"EUR7,000,000 (estimated)",NA,NA,"$1,958,508"
tt2762528,English,Short | Comedy | Drama | Romance,6.3,128,NA,NA,NA,NA
tt2763304,English | Bulgarian | Scots,Drama,7.2,113791,"$18,000,000 (estimated)","$170,575, 19 March 2017","$2,402,004","$41,681,746"
tt2763310,Vietnamese | English | Portuguese,Short | Drama,7,49,NA,NA,NA,NA
tt2763332,Russian,Short | Drama,5.7,19,NA,NA,NA,NA
tt2763624,Greek,Drama,6,131,NA,NA,NA,NA
tt2764784,German | English,Drama | History | Music | Romance,7.3,16762,NA,"$30,296, 26 July 2015","$3,184,472","$5,793,245"
tt2768766,Hindi,Documentary | Biography | Drama,7.5,157,"$550,000 (estimated)",NA,"$9,111","$9,111"
tt2769730,English,Documentary | Short | Drama | Mystery | Romance,8,26,NA,NA,NA,NA
tt2771800,Cantonese,Action | Horror,6.3,5513,"HKD15,000,000 (estimated)","$7,865, 8 June 2014","$7,865","$3,018,374"
tt2772968,Japanese,Documentary,NA,NA,NA,NA,NA,NA
tt2773246,English,Documentary | Biography,6.6,1127,NA,"$28,144, 29 July 2018","$461,689","$461,689"
tt2773518,NA,Short | Drama | History | War,5.6,18,NA,NA,NA,NA
tt2776106,Polish,Drama | Romance,6.4,2794,NA,NA,NA,"$137,832"
tt2776636,English,Documentary | Short | Drama,6.9,159,NA,NA,NA,NA
tt2779940,English,Animation | Short,NA,NA,NA,NA,NA,NA
tt2781526,Polish,Animation | Short | Drama | Fantasy,6.2,73,NA,NA,NA,NA
tt2782440,English,Documentary | Animation | Short | Biography,NA,NA,NA,NA,NA,NA
tt2784678,English,Comedy | Romance,6.4,25784,"$12,000,000 (estimated)","$6,896,593, 14 December 2014","$25,317,471","$26,117,471"
tt2785032,English | Australian Sign Language,Comedy | Drama | Romance,7.1,25162,NA,"$3,118, 28 June 2015","$18,238","$601,162"
tt2786020,Arabic,Documentary | Biography | Drama | Family,7.2,6,NA,NA,NA,NA
tt2787094,Arabic | English,Short,NA,NA,NA,NA,NA,NA
tt2787570,Swedish,Drama | Romance,6.3,992,"EUR5,000,000 (estimated)",NA,NA,"$90,456"
tt2788556,French | English,Comedy | Drama | Romance,6.4,5817,"EUR9,700,000 (estimated)","$19,095, 31 May 2015","$191,533","$4,644,525"
tt2788716,English,Comedy | Drama,5.9,18200,NA,"$34,920, 3 May 2015","$608,852","$636,819"
tt2788990,Spanish,Animation | Short | Fantasy,6.6,200,NA,NA,NA,NA
tt2790236,German | French,Drama | History | Romance,6.1,1392,NA,"$19,704, 11 January 2015","$54,030","$2,412,145"
tt2796598,English,Short | Drama | Family | Fantasy,7.7,18,NA,NA,NA,NA
tt2797028,Polish,Short | Drama | Romance,7.4,20,NA,NA,NA,NA
tt2798170,Norwegian | Urdu | Swedish,Drama,6.2,672,NA,NA,NA,NA
tt2802154,Russian,Crime | Drama,7.6,49361,NA,"$15,200, 28 December 2014","$1,092,800","$4,439,481"
tt2802172,Spanish,Adventure | Drama | History,5.7,49,NA,NA,NA,"$3,755"
tt2808986,English | Japanese,Action | Musical,6.5,3120,NA,NA,NA,"$1,359,031"
tt2811878,French,Comedy | Drama | Romance,5.8,1458,NA,NA,NA,NA
tt2814224,English,Documentary,7,9,NA,NA,NA,NA
tt2815740,English,Short | Action | Crime | Thriller,7.1,8,NA,NA,NA,NA
tt2816822,English,Animation | Short | Crime | News,NA,NA,NA,NA,NA,NA
tt2818252,English | French,Drama | Thriller,5.5,577,NA,NA,NA,"$40,256"
tt2818654,Thai | English,Drama | Fantasy | Mystery,6.8,4249,NA,"$7,780, 6 March 2016","$51,950","$98,932"
tt2821088,French | English,Drama | Romance,6.2,3185,NA,"$4,432, 27 October 2013","$24,525","$439,935"
tt2821104,English,Short | Action | Fantasy | Horror,7.6,327,NA,NA,NA,NA
tt2822742,French | Chinese,Drama | Romance,5.9,2260,NA,"$11,794, 15 March 2015","$161,129","$3,077,754"
tt2825854,Dutch,Adventure | Family | Sci-Fi,6.1,344,"EUR2,300,000 (estimated)",NA,NA,"$295,931"
tt2827908,English,Documentary | Drama,7.6,338,NA,NA,NA,NA
tt2830606,Portuguese,Documentary,7.6,46,NA,NA,NA,NA
tt2836452,English,Short | Drama | Romance,4.8,6,NA,NA,NA,NA
tt2836454,English | Afrikaans,Documentary,8,17,"ZAR1,000,000 (estimated)",NA,NA,NA
tt2837296,English,Drama,5.2,518,NA,NA,NA,NA
tt2837350,Portuguese,Documentary | Short,6.6,39,EUR100 (estimated),NA,NA,NA
tt2843460,Indonesian,Documentary | Drama | Family | Romance,7.5,6,NA,NA,NA,NA
tt2844798,Hungarian | English,Drama | Thriller,6.9,15202,"HUF700,000,000 (estimated)","$16,139, 29 March 2015","$282,358","$581,904"
tt2846140,Hebrew,Documentary,7.4,38,"ILS500,000 (estimated)",NA,NA,NA
tt2846196,English,Documentary | Drama | Family | Romance,6.5,42,NA,NA,NA,NA
tt2847438,German,Comedy | Drama | Horror | Thriller,6.2,1630,NA,NA,NA,NA
tt2852400,Mandarin | Cantonese | English,Action | Drama,7.1,10404,NA,"$19,867, 6 October 2013","$154,120","$854,891"
tt2852406,Arabic | Hebrew,Crime | Drama | Romance | Thriller | War,7.5,13236,"$2,100,000 (estimated)","$157,000, 23 February 2014","$356,000","$614,444"
tt2852432,Filipino | Tagalog | English,Crime | Drama,7.5,1807,NA,"$2,164, 22 June 2014","$10,457","$10,457"
tt2852458,French,Drama | Romance | Thriller,6.9,13230,NA,"$27,599, 26 January 2014","$325,196","$1,131,241"
tt2852460,Cantonese | English,Drama,6.1,246,NA,NA,NA,"$2,291,573"
tt2852470,French,Documentary,7.4,3081,NA,"$10,148, 23 March 2014","$52,164","$78,097"
tt2853720,English | Spanish | Lithuanian,Short | Drama,8.2,19,NA,NA,NA,NA
tt2855026,English,Documentary | Drama,6.8,940,NA,"$2,363, 21 September 2014","$3,642","$3,642"
tt2860720,French,Drama,7,672,NA,NA,NA,NA
tt2861532,Portuguese,Crime | Drama | Thriller,7.4,3495,"BRL1,200,000 (estimated)",NA,NA,"$446,436"
tt2866676,Spanish,Comedy | Drama | Romance,6.3,640,NA,NA,NA,NA
tt2870648,English,Documentary | Biography | Music,7.8,48634,NA,"$222,500, 5 July 2015","$8,413,144","$23,706,386"
tt2871256,Spanish,Drama,4.4,920,NA,NA,NA,NA
tt2872718,English,Crime | Drama | Thriller,7.9,465673,"$8,500,000 (estimated)","$10,441,000, 2 November 2014","$32,381,217","$47,398,992"
tt2873214,English,Crime | Drama | Thriller,5.5,2022,NA,NA,NA,NA
tt2878564,English,Short | Comedy | News,5.7,14,NA,NA,NA,NA
tt2879772,Russian,Documentary | Short | Adventure | Drama,6.9,37,NA,NA,NA,NA
tt2880026,Russian,Documentary,6.9,14,NA,NA,NA,NA
tt2881446,English,Short | Drama,5.9,20,NA,NA,NA,NA
tt2881614,English,Short | Comedy | Romance,7.7,15,NA,NA,NA,NA
tt2882426,English | Spanish,Drama | Romance,4.8,42,NA,NA,NA,NA
tt2882590,Hebrew,Comedy | Mystery,6.1,308,"$4,000,000 (estimated)",NA,NA,NA
tt2883890,Mandarin,Documentary | Short,7,7,NA,NA,NA,NA
tt2884018,English,Drama | History | War,6.6,52898,"$15,000,000 (estimated)","$69,833, 6 December 2015","$1,110,707","$16,322,067"
tt2884186,Spanish,Comedy | Drama,6.1,260,NA,NA,NA,NA
tt2884198,Arabic,Short | Biography | Drama,NA,NA,NA,NA,NA,NA
tt2891174,English | Spanish,Drama,7.1,30662,"$8,000,000 (estimated)","$32,253, 27 September 2015","$1,411,927","$1,828,232"
tt2891456,English,Documentary,7.5,136,NA,NA,NA,NA
tt2893490,English,Drama,5.6,7195,"$4,000,000 (estimated)","$11,227, 21 June 2015","$143,101","$459,636"
tt2894654,English,Short | Drama | Romance,6.5,55,NA,NA,NA,NA
tt2898570,French,Short | Comedy,5.3,14,NA,NA,NA,NA
tt2899956,Portuguese,Drama | Family,3.8,23,NA,NA,NA,NA
tt2901736,Mandarin | Tagalog | English | Hokkien,Drama,7.3,4367,NA,"$8,775, 6 April 2014","$56,773","$1,234,100"
tt2904952,English,Documentary | Short,6.8,8,NA,NA,NA,NA
tt2904978,English,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2904992,Russian,Documentary | Short,4.2,6,NA,NA,NA,NA
tt2905046,English,Documentary | Short,7,6,NA,NA,NA,NA
tt2905422,Spanish | English,Comedy,4.9,238,"$100,000 (estimated)",NA,NA,"$36,316"
tt2905772,Turkish,Drama | Fantasy | Romance,7.9,9190,NA,NA,NA,NA
tt2908856,English | French | Italian,Comedy | Drama | Romance,6.4,8721,"$5,000,000 (estimated)","$124,680, 14 September 2014","$4,013,786","$10,606,667"
tt2910078,Danish,Documentary | Drama | Family,NA,NA,NA,NA,NA,NA
tt2910904,English,Comedy | Drama,7.1,54031,"AUD17,000,000 (estimated)","$185,165, 25 September 2016","$2,022,115","$23,762,417"
tt2911668,English,Thriller,5.6,9682,NA,"$30,287, 19 April 2015","$45,895","$1,100,432"
tt2912144,Persian,Drama | Thriller,7.2,877,NA,NA,"$6,295","$6,295"
tt2914684,Romanian,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2914838,Japanese | English,Comedy | Drama,6,2332,"$5,500,000 (estimated)","$7,263, 25 January 2015","$24,956","$24,956"
tt2915160,Hebrew | Arabic,Drama | Thriller | War,7.1,2050,NA,"$69,700, 9 March 2014","$201,700","$384,670"
tt2915172,English,Sci-Fi,7.2,11,"$42,000 (estimated)",NA,NA,NA
tt2916416,Japanese,Horror,6.1,1231,NA,NA,NA,"$1,164,010"
tt2917506,English | Japanese | Russian | Swedish | Polish | Czech | Persian | Dutch | Mandarin,Documentary | History,7.1,617,NA,NA,NA,"$12,943"
tt2917916,Slovenian | English | Danish,Drama,6.9,428,"EUR782,902 (estimated)",NA,NA,NA
tt2918786,English,Short | Comedy | Drama | Family,7.9,7,NA,NA,NA,NA
tt2920540,English,Documentary | Drama | Music,7.5,10940,NA,"$27,879, 21 September 2014","$279,558","$2,105,558"
tt2922078,Tibetan,Short | Family,7.1,704,NA,NA,NA,NA
tt2922590,Italian,Drama | History,6,1005,NA,NA,NA,"$424,494"
tt2923316,English,Action | Crime | Drama | Thriller,5,16325,"$10,000,000 (estimated)",NA,NA,"$2,931,475"
tt2925768,English,Drama,6.2,1384,"$395,292 (estimated)",NA,NA,NA
tt2929660,English,Short | Drama | Fantasy,NA,NA,NA,NA,NA,NA
tt2929690,Hindi | English,Drama,7.2,3450,"$850,000 (estimated)",NA,NA,NA
tt2932606,Hindi,Drama,7.3,653,NA,"$4,564, 29 June 2014","$60,537","$69,310"
tt2932956,Spanish,Short | Comedy | Drama | Romance,6.6,15,NA,NA,NA,NA
tt2933004,Serbian,Drama | Romance | Thriller,5.4,1378,NA,NA,NA,"$6,527"
tt2935564,French | Italian | English,Action | Crime | Thriller,7.1,9908,"$26,000,000 (estimated)","$10,335, 17 May 2015","$190,980","$12,062,441"
tt2935662,English,Comedy | Drama | Romance,4.9,148,NA,NA,NA,NA
tt2936174,English | None,Documentary,6.2,1001,NA,"$9,094, 26 January 2014","$84,577","$84,577"
tt2936180,French | Arabic | Spanish,Drama | War | Western,7.2,6999,"$7,700,000 (estimated)",NA,"$5,336","$1,010,485"
tt2937008,English,Animation | Short | Drama | Family | Fantasy | Music,6.9,10,NA,NA,NA,NA
tt2937076,English,Animation | Short | Adventure | Fantasy | Thriller,6.3,12,NA,NA,NA,NA
tt2937112,Mandarin,Short | Biography | Drama,5.7,50,NA,NA,NA,NA
tt2939496,English,Short | Action | Comedy,5.7,7,NA,NA,NA,NA
tt2942184,English,Short | Drama,7.4,20,NA,NA,NA,NA
tt2942512,Korean,Comedy | Drama | Romance,6.8,1064,NA,NA,NA,"$278,535"
tt2942522,None,Drama | Thriller,6.4,5186,NA,"$876, 3 August 2014","$2,340","$10,254"
tt2943994,English,Short | Drama,6.5,31,NA,NA,NA,NA
tt2944198,English,Drama | Horror | Thriller,6,18920,NA,"$1,005, 22 March 2015","$13,848","$13,848"
tt2944552,English,Short | Comedy | Drama | Thriller,6.4,32,NA,NA,NA,NA
tt2946710,English,Documentary | Short | Biography | Drama | Romance,5.5,8,NA,NA,NA,NA
tt2948394,Mandarin,Short | Drama | Fantasy | Sci-Fi,NA,NA,NA,NA,NA,NA
tt2948840,English,Biography | Drama,6.1,7564,"$12,000,000 (estimated)",NA,NA,"$1,231,606"
tt2949532,English,Documentary | Short | Action | Comedy | Drama,7.2,5,NA,NA,NA,NA
tt2949604,English,Short | Drama,5.3,28,NA,NA,NA,NA
tt2950006,Xhosa,Short | Comedy | Drama | Musical,6.5,8,NA,NA,NA,NA
tt2950352,Russian,Drama,6.5,37,NA,NA,NA,NA
tt2952418,Italian,Documentary | Biography | Family | Romance,6.6,63,"EUR40,000 (estimated)",NA,NA,NA
tt2952490,Dutch,Drama,7,93,NA,NA,NA,NA
tt2952902,NA,Short | Drama | Musical,6.2,5,NA,NA,NA,NA
tt2953182,Spanish,Drama,5.7,544,NA,NA,NA,"$27,556"
tt2953762,Czech | Slovak,Biography | Crime | Drama | Thriller,6.6,2225,NA,NA,NA,"$227,466"
tt2954096,NA,Short,5.1,42,NA,NA,NA,NA
tt2954776,English,Documentary,6.6,300,"$500,000 (estimated)",NA,NA,NA
tt2956062,English,Documentary | Short | Biography | Music,NA,NA,NA,NA,NA,NA
tt2959292,German,Short | Crime | Drama | Family,NA,NA,NA,NA,NA,NA
tt2959748,French,Documentary | Short | Music | Musical,4.1,8,NA,NA,NA,NA
tt2960450,English | Spanish,Documentary | Biography | Crime | History | Mystery,6.7,1324,NA,"$5,185, 6 April 2014","$247,159","$247,159"
tt2960994,Hebrew,Drama,6.4,89,NA,NA,NA,NA
tt2962414,English,Short | Drama,NA,NA,NA,NA,NA,NA
tt2962488,English,Documentary | History | News,6.8,27,NA,NA,NA,NA
tt2962872,Russian,Action | Crime | Drama,5.1,229,NA,NA,NA,"$196,379"
tt2965896,Spanish,Short | Comedy,NA,NA,NA,NA,NA,NA
tt2966298,English,Documentary | History | Music,8.1,441,NA,NA,NA,NA
tt2966934,English,Documentary | Music,6.5,564,NA,NA,"$207,584","$207,584"
tt2967008,English | Italian,Crime | Drama,4.6,4587,NA,NA,NA,"$34,194"
tt2967988,Finnish,Drama | Mystery,6.3,761,"EUR1,245,000 (estimated)",NA,NA,"$9,383"
tt2968314,NA,Short,7.1,27,NA,NA,NA,NA
tt2969656,Korean,Action | Crime | Thriller,7.1,6680,NA,NA,NA,"$37,795,598"
tt2971774,English,Short,8.4,21,NA,NA,NA,NA
tt2971990,English,Adventure | Comedy,6.2,123,NA,NA,NA,NA
tt2972520,English,Animation | Short | Adventure | Comedy | Drama | Sci-Fi,7.3,426,NA,NA,NA,NA
tt2974248,Tagalog | Filipino,Horror,3.9,49,NA,NA,NA,"$30,688"
tt2976920,French,Biography | Drama | Romance,7,1968,NA,NA,NA,"$1,493,822"
tt2977654,Spanish,Comedy | Drama | Music | Romance,6.9,251,NA,NA,NA,NA
tt2978734,Dutch,Animation | Short | Biography,5.5,132,NA,NA,NA,NA
tt2978814,NA,Drama,6.3,180,NA,NA,NA,"$189,318"
tt2979432,Filipino,Crime | Drama | Romance,5.2,123,NA,NA,NA,NA
tt2979646,French,Short,6.4,9,NA,NA,NA,NA
tt2980516,English | French,Biography | Drama | Romance,7.7,403926,"$15,000,000 (estimated)","$208,763, 9 November 2014","$35,893,537","$123,726,688"
tt2980592,English,Action | Mystery | Thriller,6.7,91532,"$5,000,000 (estimated)","$84,527, 21 September 2014","$332,890","$2,700,051"
tt2980794,Hindi,Crime | Drama | Romance,7.6,26485,NA,"$326,654, 23 February 2014","$529,136","$858,783"
tt2988272,Hindi,Comedy | Drama | Romance,5.8,7930,NA,NA,NA,"$6,690,256"
tt2988632,English,Short | Comedy,7.5,16,NA,NA,NA,NA
tt2989524,English,Comedy | Drama,6.7,8877,NA,"$13,944, 2 April 2017","$18,957","$28,430"
tt2990494,English,Documentary | Sport,NA,NA,NA,NA,NA,NA
tt2990788,Estonian,Short | Drama,7.4,14,NA,NA,NA,NA
tt2991092,French | Russian | English,Crime | Drama | Romance | Thriller,6.9,3216,"EUR2,300,000 (estimated)","$5,726, 1 March 2015","$16,831","$164,290"
tt2991138,English,Short | Comedy | Drama,6,21,NA,NA,NA,NA
tt2994576,English,Comedy | Drama | Romance,5.8,37,NA,NA,NA,NA
tt2994832,Lithuanian,Drama | Romance,6.4,2684,NA,"$453, 22 November 2015","$4,480","$54,256"
tt2994962,Japanese,Drama,6.9,90,NA,NA,NA,"$22,903"
tt2999566,Spanish,Documentary | Music,6.4,20,NA,NA,NA,NA
tt2999826,German,NA,6.7,27,NA,NA,NA,NA
tt3001186,English,Animation | Short | Comedy | Romance,7.7,802,CAD300 (estimated),NA,NA,NA
tt3001638,Hindi,Action | Biography | Drama | Sport,6.8,9858,NA,"$370,277, 7 September 2014","$621,300","$839,840"
tt3002704,English,Short | Comedy | Romance,NA,NA,NA,NA,NA,NA
tt3002732,English,Short | Drama | Romance,NA,NA,NA,NA,NA,NA
tt3003668,Mandarin | Cantonese,Action | Drama,7.2,2610,NA,NA,NA,"$25,816,154"
tt3003800,German,Comedy | Drama,6.3,1406,NA,"$4,385, 22 March 2015","$13,702","$61,693"
tt3004000,NA,Documentary,7.1,15,NA,NA,NA,NA
tt3004774,Hindi | English | Urdu | German,Drama,7.2,1473,NA,NA,NA,"$293,274"
tt3004842,English,Animation | Short,6.9,166,NA,NA,NA,NA
tt3006556,English,Short | Comedy | Drama,6.7,6,NA,NA,NA,NA
tt3006560,English,Short | Drama | Fantasy | Sci-Fi | Thriller,7.4,18,NA,NA,NA,NA
tt3007302,English,Comedy | Drama | Romance,7.1,4213,NA,"$5,306, 8 February 2015","$20,441","$20,441"
tt3010302,None,Animation | Short,6.4,117,NA,NA,NA,NA
tt3010802,English,Animation | Short | Comedy | Romance,6.4,21,NA,NA,NA,NA
tt3011010,French | English,Animation | Short,6.6,19,NA,NA,NA,NA
tt3011894,Spanish,Comedy | Drama | Thriller,8.1,176937,"$3,300,000 (estimated)","$85,100, 22 February 2015","$3,106,530","$30,642,704"
tt3012818,Slovak,Drama,5.8,120,NA,NA,NA,NA
tt3012834,Slovak,Documentary,7.2,80,NA,NA,NA,NA
tt3012998,French,Short | Comedy,7.1,54,NA,NA,NA,NA
tt3013610,Italian | English | French,Drama,6.8,6944,"EUR7,000,000 (estimated)","$34,098, 28 August 2016","$303,002","$7,723,656"
tt3016266,French | Arabic,Drama,5.4,543,"EUR1,000,000 (estimated)","$2,433, 25 January 2015","$3,929","$52,511"
tt3016642,English,Documentary | History,6.1,317,NA,NA,NA,NA
tt3018070,English,Drama | History,5.2,3523,"$13,500,000 (estimated)","$112,834, 27 September 2015","$187,674","$292,669"
tt3019440,English,Short | Drama,5.3,12,NA,NA,NA,NA
tt3019620,Hindi,Action | Drama | Thriller,7.6,4330,NA,NA,NA,"$229,691"
tt3019714,French,Drama,6.4,98,NA,NA,NA,NA
tt3020614,Afrikaans,Short | Drama,7.1,61,NA,NA,NA,NA
tt3024466,Dutch,Short | Drama | Family,6.5,336,NA,NA,NA,NA
tt3025958,Arabic,Documentary | Short | History | Mystery,4.8,5,NA,NA,NA,NA
tt3026144,English,Drama,4.8,870,NA,NA,NA,NA
tt3026488,English,Drama | History | War,6.5,8170,NA,"$8,869, 15 January 2017","$33,125","$1,205,598"
tt3030986,Filipino | Tagalog,Drama,6.7,36,NA,NA,NA,NA
tt3031520,Dutch | English | German,Documentary | Music,7.2,90,"EUR150,000 (estimated)",NA,NA,NA
tt3031684,French,Animation | Short | Family,6.8,25,NA,NA,NA,NA
tt3032028,German | English | Pushto | Dari,Drama | War,6.5,605,NA,NA,NA,"$40,618"
tt3034418,English | Croatian | Bosnian | French | Italian,Comedy | Romance,5.4,355,NA,NA,NA,"$2,110"
tt3035858,French | Wolof | English | Italian,Drama,6.8,78,NA,NA,NA,NA
tt3036932,French | Arabic,Short | Drama,7.4,8,"NOK1,575,000 (estimated)",NA,NA,NA
tt3040812,English,Animation | Short | Biography | Comedy | Family,7.6,14,NA,NA,NA,NA
tt3042408,German | English,Crime | Drama | Mystery | Sci-Fi | Thriller,7.6,48237,NA,NA,NA,"$7,700,259"
tt3043252,Hindi,Drama,7.6,4806,"$2,700,000 (estimated)",NA,NA,"$1,584,153"
tt3044244,Italian | French | German | English,Drama,6.5,4861,"EUR2,500,000 (estimated)",NA,"$73,378","$2,827,212"
tt3044380,French,Animation | Short,6.4,9,NA,NA,NA,NA
tt3044562,English | French,Documentary | Biography | Music,6.8,695,NA,"$6,694, 9 April 2017","$15,157","$18,295"
tt3044748,English,Documentary | Drama | Romance | Thriller,5.7,38,NA,NA,NA,NA
tt3045254,English,Short | Comedy | Romance,6.9,15,NA,NA,NA,NA
tt3047142,French,Animation | Short,6.8,26,NA,NA,NA,NA
tt3052278,English | Dutch | Hungarian,Drama,5.9,76,"EUR1,000,000 (estimated)",NA,NA,$697
tt3053128,English,Short | Drama,NA,NA,"$20,000 (estimated)",NA,NA,NA
tt3053694,French | English,Comedy | Crime | Mystery,7.4,2624,NA,"$3,204, 4 January 2015","$7,192","$17,868"
tt3056704,Arabic,Documentary | Biography | Fantasy,7.3,43,NA,NA,NA,NA
tt3057104,English,Short | Comedy,4.5,89,NA,NA,NA,NA
tt3057852,Chinese,Documentary | Short | Biography | Music | Romance,NA,NA,NA,NA,NA,NA
tt3059214,French | Arabic,Drama,5.8,70,"EUR1,000,000 (estimated)",NA,NA,NA
tt3059922,English,Short | Sci-Fi,8.3,98,NA,NA,NA,NA
tt3061574,Dutch,Documentary,NA,NA,"EUR65,000 (estimated)",NA,NA,NA
tt3061836,Flemish | French | Dutch,Adventure | Horror,5.9,5420,NA,NA,NA,"$763,280"
tt3062620,English,Documentary | History,6.3,111,"$72,000 (estimated)",NA,NA,NA
tt3062880,Hebrew | French | Arabic,Drama,7.7,6066,NA,"$24,210, 15 February 2015","$988,150","$1,259,160"
tt3062976,English | French,Comedy | Drama | Romance,6.4,7348,NA,"$66,015, 23 August 2015","$3,447,633","$5,967,516"
tt3064356,English,Comedy | Drama | Family | Music,6.4,1160,NA,NA,NA,NA
tt3064532,English | French,Comedy | Drama | Romance,7,98,NA,NA,NA,NA
tt3065132,English,Documentary | Biography,6.9,4450,NA,"$61,808, 4 October 2015","$2,668,936","$3,433,606"
tt3065164,NA,Animation | Short,6.7,10,NA,NA,NA,NA
tt3066062,NA,Animation | Short,NA,NA,NA,NA,NA,NA
tt3066630,English,Comedy | Mystery,6.1,2939,NA,NA,"$34,404","$48,082"
tt3066872,English,Documentary,NA,NA,NA,NA,NA,NA
tt3067274,English,Comedy | Crime | Horror | Mystery | Thriller,6.1,2506,"CAD130,000 (estimated)",NA,NA,NA
tt3069670,English,Documentary | Animation | Short | Biography | Comedy,7.9,66,NA,NA,NA,NA
tt3072482,English | Russian,Action | Adventure | Sci-Fi | Thriller,6.7,86708,"$2,000,000 (estimated)","$5,107,604, 10 April 2016","$9,252,038","$16,810,562"
tt3073326,Hindi,Animation | Comedy | Drama | Musical,6.8,117,"$1,000,000 (estimated)",NA,NA,NA
tt3073976,Spanish,Short | Drama,NA,NA,"$5,000 (estimated)",NA,NA,NA
tt3074610,Spanish,Drama,6.9,2166,NA,NA,NA,"$2,654,379"
tt3074780,English,Documentary | Biography | Music,7.4,3155,NA,"$23,017, 8 June 2014","$213,064","$220,065"
tt3074796,English | Bosnian | Serbian,Drama,6.4,264,NA,NA,NA,NA
tt3075574,Catalan,Documentary,5.1,64,NA,NA,NA,"$9,980"
tt3077108,English | Persian,Comedy | Drama | Romance,6.6,3955,NA,"$19,114, 18 January 2015","$46,912","$123,699"
tt3077202,English,Drama,6.6,49,NA,NA,NA,NA
tt3077968,English,Short | Drama | Romance,6.2,17,NA,NA,NA,NA
tt3078242,Greek,Drama,7.1,7250,NA,NA,NA,"$146,830"
tt3080844,English | Ukrainian,Documentary | Biography | Drama | News,7.6,452,NA,"$4,195, 22 May 2016","$21,142","$23,957"
tt3081106,Spanish | Central American Indian languages,Crime | Drama | Thriller,6.7,90,NA,NA,NA,NA
tt3082854,Danish,Drama,6.4,6669,NA,"$9,249, 21 May 2017","$38,737","$4,410,339"
tt3083008,English,Biography | Drama | Sport,6.5,16352,NA,"$5,763, 20 March 2016","$13,074","$3,335,613"
tt3086442,German,Horror | Mystery | Thriller,6.7,44350,NA,"$63,641, 13 September 2015","$1,178,196","$2,193,474"
tt3088882,English,Documentary | History,8,395,NA,NA,NA,NA
tt3089326,Spanish,Drama | Thriller,7.3,6043,NA,NA,NA,"$213,782"
tt3089388,English | Dutch,Documentary | History,7.9,7761,NA,"$49,777, 2 February 2014","$1,671,377","$1,686,917"
tt3089716,Urdu,Documentary | Drama | Family,NA,NA,NA,NA,NA,NA
tt3089904,Flemish | Dutch,Action | Drama | Family,6,400,NA,NA,NA,"$1,586"
tt3090634,French | English,Biography | Drama | Music,6.4,4445,NA,"$18,987, 21 June 2015","$65,460","$507,914"
tt3091242,Spanish,Comedy | Drama,5.6,940,NA,NA,NA,"$72,946"
tt3091254,Mandarin,Drama | Horror | Thriller,6.3,367,NA,NA,NA,NA
tt3091272,Korean,Animation | Drama | Thriller,6.9,656,NA,NA,NA,"$2,060"
tt3091282,English,Documentary,6.6,742,NA,NA,NA,NA
tt3091286,English,Drama,6.9,215,NA,NA,NA,NA
tt3091304,English,Documentary | Adventure | Biography,6.6,864,NA,"$12,431, 10 August 2014","$44,581","$44,581"
tt3091338,English | Cree | French,Documentary,7.3,13,NA,NA,NA,NA
tt3091380,NA,Documentary,8.3,29,NA,NA,NA,NA
tt3091552,English,Documentary,7.2,586,NA,"$5,069, 10 November 2013","$31,736","$31,736"
tt3094236,English,Comedy,5.5,1194,NA,NA,NA,NA
tt3094482,French,Short,7,42,NA,NA,NA,NA
tt3097408,Italian,Short | Drama | Romance,7.1,39,NA,NA,NA,NA
tt3099498,English,Comedy | Drama | Horror,5.3,46708,"$3,000,000 (estimated)","$846,831, 21 September 2014","$1,826,705","$1,882,074"
tt3099570,English,Short | Comedy | Romance,6.4,11,"$50,000 (estimated)",NA,NA,NA
tt3100636,English,Drama,6.3,1368,NA,NA,NA,"$9,844"
tt3101474,English,Documentary | News,5.8,241,NA,NA,NA,NA
tt3101742,French | English,Drama,5.2,106,NA,NA,NA,NA
tt3101752,French,Short | Comedy | Drama,7.1,39,"EUR50,000 (estimated)",NA,NA,NA
tt3102402,Spanish,Drama,6,180,NA,NA,NA,NA
tt3102458,Catalan,Drama,6.4,688,"EUR1,300,000 (estimated)",NA,NA,$77
